id,title,year,vote_count,imdb_id
344342,Spirits Among Us,2009,0,tt1344874
348157,Berdella,2009,0,tt1460766
371386,The Farm,2009,0,tt1424863
401024,Invisible Eyes,2009,0,tt1209371
432802,Everything's Eventual,2009,0,tt1409829
446074,Breaking Nikki,2009,0,tt1282025
452379,Old Habits Die Hard,2009,0,tt1294793
458830,Legend Has It,2009,0,tt1373452
464248,Napoleon's Curse,2009,0,tt2175811
471920,The Grief,2009,0,tt1814890
479736,Soul Killer,2009,0,tt1138008
484484,Mental Scars,2009,0,tt1514833
505770,Fear Girls: Volume One,2009,0,tt1371713
521499,P.O.V.,2009,0,tt34378689
525641,Flicker,2009,0,tt1446069
541062,Fear The Forest,2009,0,tt1381566
543904,Killer Shorts,2009,0,tt1489200
586779,The Gravedigger,2009,0,tt2639128
593676,The Legacy,2009,0,tt1296163
620067,Life Room,2009,0,tt1462562
631057,Victor Juliet's Director's Cut,2009,0,tt3523624
637174,The Carpenter: Part 1 - And So They Die,2009,0,tt1310635
647932,Bloodstone,2009,0,tt3278692
685044,Zombienation (Hail to the Führer),2009,0,tt1542977
705871,Protege,2009,0,tt1460645
705873,His Will Be Done,2009,0,tt1460636
705877,Dark Spaces,2009,0,tt1488560
713478,The Spookshow,2009,0,tt2301231
718134,The Disturbed,2009,0,tt1552636
718138,Hotel Darklight,2009,0,tt1565785
746891,Hive Mind,2009,0,tt1550506
774108,The Dead… Will Rise!,2009,0,tt2286308
859347,Sacred Game,2009,0,tt0963947
859428,Ravage the Scream Queen,2009,0,tt2437796
882431,Deadly Beloved,2009,0,tt1666612
942907,Tapeworm,2009,0,tt1458624
971294,Blood Donors,2009,0,tt1453957
976798,Morticia,2009,0,tt1543523
977052,The New Girls,2009,0,tt1883373
977845,Red Scream Nosferatu,2009,0,tt1530985
982869,Cry,2009,0,tt1374860
108482,Bloodbath in the House of Knives,2010,0,tt1434926
142593,Blood Red Moon,2010,0,tt1589989
144171,Closets,2010,0,tt1563121
193579,Motion Sickness,2010,0,tt1763261
